SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,7-Jun-00,10,1,INE178A01016,10
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,15-May-96,2,1,INE121A01024,2
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,25-Sep-17,1,1,INE149A01033,1
CIGNITITEC,Cigniti Technologies Limited,EQ,13-Oct-14,10,1,INE675C01017,10
CINELINE,Cineline India Limited,EQ,13-Jun-12,5,1,INE704H01022,5
CINEVISTA,Cinevista Limited,EQ,2-May-00,2,1,INE039B01026,2
CIPLA,Cipla Limited,EQ,8-Feb-95,2,1,INE059A01026,2
CLEAN,Clean Science and Technology Limited,EQ,19-Jul-21,1,1,INE227W01023,1
CLEDUCATE,CL Educate Limited,BE,31-Mar-17,5,1,INE201M01029,5
CLNINDIA,Clariant Chemicals (India) Limited,EQ,14-Jun-95,10,1,INE492A01029,10
CLSEL,Chaman Lal Setia Exports Limited,EQ,12-May-21,2,1,INE419D01026,2
CMICABLES,CMI Limited,EQ,29-Nov-16,10,1,INE981B01011,10
COALINDIA,Coal India Limited,EQ,4-Nov-10,10,1,INE522F01014,10
COASTCORP,Coastal Corporation Limited,EQ,8-Oct-21,10,1,INE377E01016,10
COCHINSHIP,Cochin Shipyard Limited,EQ,11-Aug-17,10,1,INE704P01017,10
COFFEEDAY,Coffee Day Enterprises Limited,EQ,2-Nov-15,10,1,INE335K01011,10
COFORGE,Coforge Limited,EQ,30-Aug-04,10,1,INE591G01017,10
COLPAL,Colgate Palmolive (India) Limited,EQ,17-Dec-07,1,1,INE259A01022,1
COMPINFO,Compuage Infocom Limited,EQ,7-Jul-16,2,1,INE070C01037,2
COMPUSOFT,Compucom Software Limited,EQ,2-Mar-12,2,1,INE453B01029,2
CONCOR,Container Corporation of India Limited,EQ,7-May-97,5,1,INE111A01025,5
CONFIPET,Confidence Petroleum India Limited,EQ,13-Jun-19,1,1,INE552D01024,1
CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ,29-Mar-05,10,1,INE025A01027,10
CONTROLPR,Control Print Limited,EQ,24-Jun-16,10,1,INE663B01015,10
CORALFINAC,Coral India Finance & Housing Limited,EQ,25-Mar-96,2,1,INE558D01021,2
CORDSCABLE,Cords Cable Industries Limited,EQ,13-Feb-08,10,1,INE792I01017,10
COROMANDEL,Coromandel International Limited,EQ,31-May-95,1,1,INE169A01031,1
COSMOFILMS,Cosmo Films Limited,EQ,25-May-95,10,1,INE757A01017,10
COUNCODOS,Country Condo's Limited,EQ,22-Jan-09,1,1,INE695B01025,1
COX&KINGS,Cox & Kings Limited,BZ,11-Dec-09,5,1,INE008I01026,5
CRAFTSMAN,Craftsman Automation Limited,EQ,25-Mar-21,5,1,INE00LO01017,5
CREATIVE,Creative Newtech Limited,BE,5-Aug-19,10,1,INE985W01018,10
CREATIVEYE,Creative Eye Limited,BE,20-Dec-00,5,1,INE230B01021,5
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,23-Aug-18,10,1,INE741K01010,10
CREST,Crest Ventures Limited,EQ,27-Dec-06,10,1,INE559D01011,10
CRISIL,CRISIL Limited,EQ,28-Jun-95,1,1,INE007A01025,1
CROMPTON,Crompton Greaves Consumer Electricals Limited,EQ,13-May-16,2,1,INE299U01018,2
CSBBANK,CSB Bank Limited,EQ,4-Dec-19,10,1,INE679A01013,10
CTE,Cambridge Technology Enterprises Limited,EQ,7-Feb-07,10,1,INE627H01017,10
CUB,City Union Bank Limited,EQ,25-Aug-98,1,1,INE491A01021,1
CUBEXTUB,Cubex Tubings Limited,EQ,24-Apr-96,10,1,INE144D01012,10
CUMMINSIND,Cummins India Limited,EQ,29-Mar-95,2,1,INE298A01020,2
CUPID,Cupid Limited,EQ,16-Sep-16,10,1,INE509F01011,10
CYBERMEDIA,Cyber Media (India) Limited,EQ,10-Jun-05,10,1,INE278G01037,10
CYBERTECH,Cybertech Systems And Software Limited,EQ,27-Jan-99,10,1,INE214A01019,10
CYIENT,Cyient Limited,EQ,30-Sep-98,5,1,INE136B01020,5
DAAWAT,LT Foods Limited,EQ,18-Dec-06,1,1,INE818H01020,1
DABUR,Dabur India Limited,EQ,28-Apr-99,1,1,INE016A01026,1
DALALSTCOM,DSJ Keep Learning Limited,BE,1-Mar-95,1,1,INE055C01020,1
DALBHARAT,Dalmia Bharat Limited,EQ,22-Jan-19,2,1,INE00R701025,2
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,17-Jan-96,2,1,INE495A01022,2
DAMODARIND,Damodar Industries Limited,EQ,4-Jul-16,5,1,INE497D01022,5
DANGEE,Dangee Dums Limited,EQ,13-Nov-20,10,1,INE688Y01014,10
DATAMATICS,Datamatics Global Services Limited,EQ,7-May-04,5,1,INE365B01017,5
DBCORP,D.B.Corp Limited,EQ,6-Jan-10,10,1,INE950I01011,10
DBL,Dilip Buildcon Limited,EQ,11-Aug-16,10,1,INE917M01012,10
DBREALTY,D B Realty Limited,EQ,24-Feb-10,10,1,INE879I01012,10
DBSTOCKBRO,DB (International) Stock Brokers Limited,EQ,29-Feb-12,2,1,INE921B01025,2
DCAL,Dishman Carbogen Amcis Limited,EQ,21-Sep-17,2,1,INE385W01011,2
DCBBANK,DCB Bank Limited,EQ,27-Oct-06,10,1,INE503A01015,10
DCM,DCM  Limited,BE,29-Mar-95,10,1,INE498A01018,10
DCMFINSERV,DCM Financial Services Limited,BE,21-May-97,10,1,INE891B01012,10
DCMNVL,DCM Nouvelle Limited,EQ,16-Jul-19,10,1,INE08KP01019,10
DCMSHRIRAM,DCM Shriram Limited,EQ,12-Apr-95,2,1,INE499A01024,2
DCW,DCW Limited,BE,25-May-95,2,1,INE500A01029,2
DECCANCE,Deccan Cements Limited,EQ,2-Aug-07,5,1,INE583C01021,5
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,17-Jan-03,10,1,INE501A01019,10
DEEPAKNTR,Deepak Nitrite Limited,EQ,29-Sep-10,2,1,INE288B01029,2
DEEPENR,DEEP ENERGY RESOURCES LIMITED,EQ,9-Mar-10,10,1,INE677H01012,10
DEEPINDS,Deep Industries Limited,EQ,27-Apr-21,10,1,INE0FHS01016,10
DELPHIFX,DELPHI WORLD MONEY LIMITED,EQ,28-Jun-11,10,1,INE726L01019,10
DELTACORP,Delta Corp Limited,EQ,2-Nov-07,1,1,INE124G01033,1
DELTAMAGNT,Delta Manufacturing Limited,EQ,18-Oct-95,10,1,INE393A01011,10
DEN,Den Networks Limited,EQ,24-Nov-09,10,1,INE947J01015,10
DENORA,De Nora India Limited,EQ,7-Aug-97,10,1,INE244A01016,10
DEVYANI,Devyani International Limited,EQ,16-Aug-21,1,1,INE872J01023,1
DFMFOODS,DFM Foods Limited,EQ,29-Dec-16,2,1,INE456C01020,2
DGCONTENT,Digicontent Limited,BE,18-Jun-19,2,1,INE03JI01017,2
DHAMPURSUG,Dhampur Sugar Mills Limited,EQ,29-Mar-95,10,1,INE041A01016,10
DHANBANK,Dhanlaxmi Bank Limited,EQ,1-Apr-04,10,1,INE680A01011,10
DHANI,Dhani Services Limited,EQ,2-Apr-08,2,1,INE274G01010,2
DHANUKA,Dhanuka Agritech Limited,EQ,29-Jun-11,2,1,INE435G01025,2
DHARSUGAR,Dharani Sugars & Chemicals Limited,EQ,22-May-96,10,1,INE988C01014,10
DHUNINV,Dhunseri Investments Limited,EQ,18-Mar-11,10,1,INE320L01011,10
DIAMONDYD,Prataap Snacks Limited,EQ,5-Oct-17,5,1,INE393P01035,5
DIAPOWER,Diamond Power Infra Ltd,BZ,29-Sep-10,10,1,INE989C01012,10
DICIND,DIC India Limited,EQ,30-Aug-95,10,1,INE303A01010,10
DIGISPICE,DiGiSPICE Technologies Limited,EQ,27-May-08,3,1,INE927C01020,3
DIGJAMLMTD,Digjam Limited,EQ,18-Oct-21,10,1,INE731U01028,10
DISHTV,Dish TV India Limited,BE,18-Apr-07,1,1,INE836F01026,1
DIVISLAB,Divi's Laboratories Limited,EQ,12-Mar-03,2,1,INE361B01024,2
DIXON,Dixon Technologies (India) Limited,EQ,18-Sep-17,2,1,INE935N01020,2
DLF,DLF Limited,EQ,5-Jul-07,2,1,INE271C01023,2
DLINKINDIA,D-Link (India) Limited,EQ,18-Dec-09,2,1,INE250K01012,2
DMART,Avenue Supermarts Limited,EQ,21-Mar-17,10,1,INE192R01011,10
DNAMEDIA,Diligent Media Corporation Limited,EQ,11-Dec-17,1,1,INE016M01021,1
DODLA,Dodla Dairy Limited,EQ,28-Jun-21,10,1,INE021O01019,10
DOLAT,Dolat Investments Limited,EQ,19-Aug-19,1,1,INE966A01022,1
DOLLAR,Dollar Industries Limited,EQ,21-Apr-17,2,1,INE325C01035,2
DONEAR,Donear Industries Limited,BE,20-Dec-06,2,1,INE668D01028,2
DPABHUSHAN,D. P. Abhushan Limited,EQ,3-Nov-20,10,1,INE266Y01019,10
DPSCLTD,DPSC Limited,EQ,21-Apr-08,1,1,INE360C01024,1
DPWIRES,D P Wires Limited,EQ,17-Jan-20,10,1,INE864X01013,10
DRCSYSTEMS,DRC Systems India Limited,BE,10-Mar-21,10,1,INE03RS01019,10
DREDGECORP,Dredging Corporation of India Limited,EQ,15-Jan-04,10,1,INE506A01018,10
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,30-May-03,5,1,INE089A01023,5
DSSL,Dynacons Systems & Solutions Limited,EQ,1-Dec-11,10,1,INE417B01040,10
DTIL,Dhunseri Tea & Industries Limited,EQ,20-Jan-15,10,1,INE341R01014,10
DUCON,Ducon Infratechnologies Limited,EQ,9-Oct-12,1,1,INE741L01018,1
DVL,Dhunseri Ventures Limited,EQ,11-Jan-08,10,1,INE477B01010,10
DWARKESH,Dwarikesh Sugar Industries Limited,EQ,31-Dec-04,1,1,INE366A01041,1
DYNAMATECH,Dynamatic Technologies Limited,BE,14-Sep-06,10,1,INE221B01012,10
DYNPRO,Dynemic Products Limited,EQ,19-Jul-17,10,1,INE256H01015,10
EASEMYTRIP,Easy Trip Planners Limited,BE,19-Mar-21,2,1,INE07O001018,2
EASTSILK,Eastern Silk Industries Limited,EQ,3-Jul-96,2,1,INE962C01027,2
EASUNREYRL,Easun Reyrolle Limited,BZ,23-Jul-97,2,1,INE268C01029,2
ECLERX,eClerx Services Limited,EQ,31-Dec-07,10,1,INE738I01010,10
EDELWEISS,Edelweiss Financial Services Limited,EQ,12-Dec-07,1,1,INE532F01054,1
EDUCOMP,Educomp Solutions Limited,BZ,13-Jan-06,2,1,INE216H01027,2
EICHERMOT,Eicher Motors Limited,EQ,7-Sep-04,1,1,INE066A01021,1
EIDPARRY,EID Parry India Limited,EQ,10-May-95,1,1,INE126A01031,1
EIFFL,Euro India Fresh Foods Limited,EQ,12-Oct-21,10,1,INE546V01010,10
EIHAHOTELS,EIH Associated Hotels Limited,EQ,8-Apr-08,10,1,INE276C01014,10
EIHOTEL,EIH Limited,EQ,8-Feb-95,2,1,INE230A01023,2
EIMCOELECO,Eimco Elecon (India) Limited,EQ,17-Apr-96,10,1,INE158B01016,10
EKC,Everest Kanto Cylinder Limited,EQ,15-Dec-05,2,1,INE184H01027,2
ELECON,Elecon Engineering Company Limited,EQ,29-Sep-06,2,1,INE205B01023,2
ELECTCAST,Electrosteel Castings Limited,EQ,20-Jun-03,1,1,INE086A01029,1
ELECTHERM,Electrotherm (India) Limited,EQ,20-Aug-07,10,1,INE822G01016,10
ELGIEQUIP,Elgi Equipments Limited,EQ,22-Nov-95,1,1,INE285A01027,1
ELGIRUBCO,Elgi Rubber Company Limited,EQ,10-Aug-11,1,1,INE819L01012,1
EMAMILTD,Emami Limited,EQ,3-Aug-06,1,1,INE548C01032,1
EMAMIPAP,Emami Paper Mills Limited,EQ,30-May-19,2,1,INE830C01026,2
EMAMIREAL,Emami Realty Limited,EQ,28-Jul-10,2,1,INE778K01012,2
EMKAY,Emkay Global Financial Services Limited,EQ,28-Apr-06,10,1,INE296H01011,10
EMMBI,Emmbi Industries Limited,EQ,24-Feb-10,10,1,INE753K01015,10
ENDURANCE,Endurance Technologies Limited,EQ,19-Oct-16,10,1,INE913H01037,10
ENERGYDEV,Energy Development Company Limited,EQ,2-Nov-07,10,1,INE306C01019,10
ENGINERSIN,Engineers India Limited,EQ,20-Aug-97,5,1,INE510A01028,5
ENIL,Entertainment Network (India) Limited,EQ,15-Feb-06,10,1,INE265F01028,10
EPL,EPL Limited,EQ,11-Feb-02,2,1,INE255A01020,2
EQUITAS,Equitas Holdings Limited,EQ,21-Apr-16,10,1,INE988K01017,10
EQUITASBNK,Equitas Small Finance Bank Limited,EQ,2-Nov-20,10,1,INE063P01018,10
ERIS,Eris Lifesciences Limited,EQ,29-Jun-17,1,1,INE406M01024,1
EROSMEDIA,Eros International Media Limited,EQ,6-Oct-10,10,1,INE416L01017,10
ESABINDIA,Esab India Limited,EQ,1-Nov-95,10,1,INE284A01012,10
ESCORTS,Escorts Limited,EQ,1-Mar-95,10,1,INE042A01014,10
ESSARSHPNG,Essar Shipping Limited,EQ,15-Nov-11,10,1,INE122M01019,10
ESTER,Ester Industries Limited,EQ,20-Jun-11,5,1,INE778B01029,5
EUROTEXIND,Eurotex Industries and Exports Limited,BE,31-Jan-96,10,1,INE022C01012,10
EVEREADY,Eveready Industries India Limited,EQ,27-Apr-05,5,1,INE128A01029,5
EVERESTIND,Everest Industries Limited,EQ,29-Mar-95,10,1,INE295A01018,10
EXCEL,Excel Realty N Infra Limited,EQ,3-Aug-09,10,1,INE688J01015,10
EXCELINDUS,Excel Industries Limited,EQ,16-Jun-04,5,1,INE369A01029,5
EXIDEIND,Exide Industries Limited,EQ,17-Jun-03,1,1,INE302A01020,1
EXPLEOSOL,Expleo Solutions Limited,EQ,26-Oct-09,10,1,INE201K01015,10
EXXARO,Exxaro Tiles Limited,EQ,16-Aug-21,10,1,INE0GFE01018,10
FACT,Fertilizers and Chemicals Travancore Limited,EQ,12-Apr-95,10,1,INE188A01015,10
FAIRCHEMOR,Fairchem Organics Limited,EQ,24-Dec-20,10,1,INE0DNW01011,10
FCL,Fineotex Chemical Limited,EQ,15-Jan-15,2,1,INE045J01026,2
FCONSUMER,Future Consumer Limited,EQ,4-Jul-13,6,1,INE220J01025,6
FCSSOFT,FCS Software Solutions Limited,BE,21-Sep-05,1,1,INE512B01022,1
FDC,FDC Limited,EQ,7-Aug-97,1,1,INE258B01022,1
FEDERALBNK,The Federal Bank  Limited,EQ,8-Feb-95,2,1,INE171A01029,2
FEL,Future Enterprises Limited,EQ,5-Nov-01,2,1,INE623B01027,2
FELDVR,Future Enterprises Limited,EQ,13-Feb-09,2,1,IN9623B01058,2
FIEMIND,Fiem Industries Limited,EQ,19-Oct-06,10,1,INE737H01014,10
FILATEX,Filatex India Limited,EQ,29-Aug-11,2,1,INE816B01027,2
FINCABLES,Finolex Cables Limited,EQ,15-Feb-95,2,1,INE235A01022,2
FINEORG,Fine Organic Industries Limited,EQ,2-Jul-18,5,1,INE686Y01026,5
FINOPB,Fino Payments Bank Limited,EQ,12-Nov-21,10,1,INE02NC01014,10
FINPIPE,Finolex Industries Limited,EQ,8-Feb-95,2,1,INE183A01024,2
FLEXITUFF,Flexituff Ventures International Limited,EQ,19-Oct-11,10,1,INE060J01017,10
FLFL,Future Lifestyle Fashions Limited,EQ,1-Oct-13,2,1,INE452O01016,2
FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,16-Oct-19,1,1,INE09N301011,1
FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ,8-Feb-95,10,1,INE529A01010,10
FMNL,Future Market Networks Limited,EQ,31-Dec-10,10,1,INE360L01017,10
FOCUS,Focus Lighting and Fixtures Limited,EQ,24-Nov-21,10,1,INE593W01010,10
FOODSIN,Foods & Inns Limited,EQ,16-Nov-21,1,1,INE976E01023,1
FORCEMOT,FORCE MOTORS LTD,EQ,3-Nov-94,10,1,INE451A01017,10
FORTIS,Fortis Healthcare Limited,EQ,9-May-07,10,1,INE061F01013,10
FOSECOIND,Foseco India Limited,EQ,5-May-03,10,1,INE519A01011,10
FRETAIL,Future Retail Limited,EQ,29-Aug-16,2,1,INE752P01024,2
FSC,Future Supply Chain Solutions Limited,EQ,18-Dec-17,10,1,INE935Q01015,10
FSL,Firstsource Solutions Limited,EQ,22-Feb-07,10,1,INE684F01012,10
GABRIEL,Gabriel India Limited,EQ,20-Apr-05,1,1,INE524A01029,1
GAEL,Gujarat Ambuja Exports Limited,EQ,11-Oct-00,1,1,INE036B01030,1
GAIL,GAIL (India) Limited,EQ,2-Apr-97,10,1,INE129A01019,10
GAL,Gyscoal Alloys Limited,EQ,27-Oct-10,1,1,INE482J01021,1
GALAXYSURF,Galaxy Surfactants Limited,EQ,8-Feb-18,10,1,INE600K01018,10
GALLANTT,Gallantt Metal Limited,EQ,4-Apr-06,10,1,INE297H01019,10
GALLISPAT,Gallantt Ispat Limited,EQ,11-Oct-10,1,1,INE528K01029,1
GANDHITUBE,Gandhi Special Tubes Limited,EQ,31-Jan-07,5,1,INE524B01027,5
GANECOS,Ganesha Ecosphere Limited,EQ,9-Mar-15,10,1,INE845D01014,10
GANESHBE,Ganesh Benzoplast Limited,EQ,16-Sep-21,1,1,INE388A01029,1
GANESHHOUC,Ganesh Housing Corporation Limited,EQ,2-Mar-07,10,1,INE460C01014,10
GANGAFORGE,Ganga Forging Limited,EQ,6-Jul-21,1,1,INE691Z01023,1
GANGESSECU,Ganges Securities Limited,EQ,28-Jul-17,10,1,INE335W01016,10
GARFIBRES,Garware Technical Fibres Limited,EQ,3-Apr-07,10,1,INE276A01018,10
GATI,GATI Limited,EQ,10-Oct-06,2,1,INE152B01027,2
GAYAHWS,Gayatri Highways Limited,BE,28-Jun-18,2,1,INE287Z01012,2
GAYAPROJ,Gayatri Projects Limited,EQ,22-Aug-11,2,1,INE336H01023,2
GDL,Gateway Distriparks Limited,EQ,31-Mar-05,10,1,INE852F01015,10
GEECEE,GeeCee Ventures Limited,EQ,4-Oct-06,10,1,INE916G01016,10
GEEKAYWIRE,Geekay Wires Limited,EQ,6-Mar-20,10,1,INE669X01016,10
GENCON,Generic Engineering Construction and Projects Limited,EQ,16-Feb-21,5,1,INE854S01022,5
GENESYS,Genesys International Corporation Limited,EQ,23-Jan-03,5,1,INE727B01026,5
GENUSPAPER,Genus Paper & Boards Limited,EQ,16-Feb-15,1,1,INE949P01018,1
GENUSPOWER,Genus Power Infrastructures Limited,EQ,8-Jul-05,1,1,INE955D01029,1
GEOJITFSL,Geojit Financial Services Limited,EQ,1-Jul-05,1,1,INE007B01023,1
GEPIL,GE Power India Limited,EQ,19-Apr-00,10,1,INE878A01011,10
GESHIP,The Great Eastern Shipping Company Limited,EQ,27-Nov-06,10,1,INE017A01032,10
GET&D,GE T&D India Limited,EQ,30-Jun-08,2,1,INE200A01026,2
GFLLIMITED,GFL Limited,EQ,25-May-95,1,1,INE538A01037,1
GFSTEELS,Grand Foundry Limited,BE,22-Jul-19,4,1,INE534A01028,4
GHCL,GHCL Limited,EQ,31-Jul-03,10,1,INE539A01019,10
GICHSGFIN,GIC Housing Finance Limited,EQ,8-May-96,10,1,INE289B01019,10
GICRE,General Insurance Corporation of India,EQ,25-Oct-17,5,1,INE481Y01014,5
GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,14-Dec-09,10,1,INE047B01011,10
GILLETTE,Gillette India Limited,EQ,30-Jul-03,10,1,INE322A01010,10
GINNIFILA,Ginni Filaments Limited,EQ,10-May-95,10,1,INE424C01010,10
GIPCL,Gujarat Industries Power Company Limited,EQ,8-Feb-95,10,1,INE162A01010,10
GKWLIMITED,GKW Limited,EQ,20-Jul-09,10,1,INE528A01020,10
GLAND,Gland Pharma Limited,EQ,20-Nov-20,1,1,INE068V01023,1
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,15-Dec-00,10,1,INE159A01016,10
GLENMARK,Glenmark Pharmaceuticals Limited,EQ,7-Feb-00,1,1,INE935A01035,1
GLFL,Gujarat Lease Financing Limited,EQ,8-Feb-95,10,1,INE540A01017,10
GLOBAL,Global Education Limited,EQ,7-Dec-20,10,1,INE291W01011,10
GLOBALVECT,Global Vectra Helicorp Limited,EQ,27-Oct-06,10,1,INE792H01019,10
GLOBE,Globe Textiles (India) Limited,EQ,7-Oct-20,2,1,INE581X01021,2
GLOBUSSPR,Globus Spirits Limited,EQ,23-Sep-09,10,1,INE615I01010,10
GLS,Glenmark Life Sciences Limited,EQ,6-Aug-21,2,1,INE03Q201024,2
GMBREW,GM Breweries Limited,EQ,23-Aug-95,10,1,INE075D01018,10
GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,17-Dec-97,2,1,INE131A01031,2
GMMPFAUDLR,GMM Pfaudler Limited,EQ,5-Mar-18,2,1,INE541A01023,2
GMRINFRA,GMR Infrastructure Limited,EQ,21-Aug-06,1,1,INE776C01039,1
GNA,GNA Axles Limited,EQ,26-Sep-16,10,1,INE934S01014,10
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,17-May-95,10,1,INE113A01013,10
GOACARBON,Goa Carbon Limited,EQ,5-Jun-07,10,1,INE426D01013,10
GOCLCORP,GOCL Corporation Limited,EQ,26-Jun-14,2,1,INE077F01035,2
GODFRYPHLP,Godfrey Phillips India Limited,EQ,24-Jul-96,2,1,INE260B01028,2
GODHA,Godha Cabcon & Insulation Limited,BE,24-Dec-20,10,1,INE925Y01010,10
GODREJAGRO,Godrej Agrovet Limited,EQ,16-Oct-17,10,1,INE850D01014,10
GODREJCP,Godrej Consumer Products Limited,EQ,20-Jun-01,1,1,INE102D01028,1
GODREJIND,Godrej Industries Limited,EQ,25-Feb-03,1,1,INE233A01035,1
GODREJPROP,Godrej Properties Limited,EQ,5-Jan-10,5,1,INE484J01027,5
GOENKA,Goenka Diamond and Jewels Limited,BZ,16-Apr-10,1,1,INE516K01024,1
GOKEX,Gokaldas Exports Limited,EQ,27-Apr-05,5,1,INE887G01027,5
GOKUL,Gokul Refoils and Solvent Limited,EQ,4-Jun-08,2,1,INE020J01029,2
GOKULAGRO,Gokul Agro Resources Limited,EQ,11-Mar-16,2,1,INE314T01025,2
GOLDENTOBC,Golden Tobacco Limited,BE,8-Feb-95,10,1,INE973A01010,10
GOLDIAM,Goldiam International Limited,EQ,29-Aug-05,10,1,INE025B01017,10
GOLDTECH,Goldstone Technologies Limited,BE,11-Apr-01,10,1,INE805A01014,10
GOODLUCK,Goodluck India Limited,EQ,8-Jan-15,2,1,INE127I01024,2
GOODYEAR,Goodyear India Limited,EQ,28-Dec-94,10,1,INE533A01012,10
GPIL,Godawari Power And Ispat limited,EQ,25-Apr-06,5,1,INE177H01021,5
GPPL,Gujarat Pipavav Port Limited,EQ,9-Sep-10,10,1,INE517F01014,10
GPTINFRA,GPT Infraprojects Limited,EQ,11-Jul-16,10,1,INE390G01014,10
GRANULES,Granules India Limited,EQ,20-Jun-05,1,1,INE101D01020,1
GRAPHITE,Graphite India Limited,EQ,7-Feb-03,2,1,INE371A01025,2
GRASIM,Grasim Industries Limited,EQ,10-May-95,2,1,INE047A01021,2
GRAUWEIL,Grauer & Weil (India) Limited,EQ,5-Aug-21,1,1,INE266D01021,1
GRAVITA,Gravita India Limited,EQ,16-Nov-10,2,1,INE024L01027,2
GREAVESCOT,Greaves Cotton Limited,EQ,9-Sep-04,2,1,INE224A01026,2
GREENLAM,Greenlam Industries Limited,EQ,2-Mar-15,5,1,INE544R01013,5
GREENPANEL,Greenpanel Industries Limited,EQ,23-Oct-19,1,1,INE08ZM01014,1
GREENPLY,Greenply Industries Limited,EQ,6-Mar-96,1,1,INE461C01038,1
GREENPOWER,Orient Green Power Company Limited,BE,8-Oct-10,10,1,INE999K01014,10
GRINDWELL,Grindwell Norton Limited,EQ,11-Sep-06,5,1,INE536A01023,5
GRINFRA,G R Infraprojects Limited,EQ,19-Jul-21,5,1,INE201P01022,5
GROBTEA,The Grob Tea Company Limited,EQ,14-Jul-16,10,1,INE646C01018,10
GRPLTD,GRP Limited,EQ,12-Feb-15,10,1,INE137I01015,10
GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,10-Oct-18,10,1,INE382Z01011,10
GSCLCEMENT,Gujarat Sidhee Cement Limited,EQ,15-May-13,10,1,INE542A01039,10
GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,6-Sep-95,2,1,INE026A01025,2
GSPL,Gujarat State Petronet Limited,EQ,16-Feb-06,10,1,INE246F01010,10
GSS,GSS Infotech Limited,EQ,7-Mar-08,10,1,INE871H01011,10
GTL,GTL Limited,EQ,29-Mar-95,10,1,INE043A01012,10
GTLINFRA,GTL Infrastructure Limited,EQ,9-Nov-06,10,1,INE221H01019,10
GTNTEX,GTN Textiles Limited,EQ,18-May-06,10,1,INE302H01017,10
GTPL,GTPL Hathway Limited,EQ,4-Jul-17,10,1,INE869I01013,10
GUFICBIO,Gufic Biosciences Limited,EQ,19-Oct-04,1,1,INE742B01025,1
GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,7-Aug-97,10,1,INE186A01019,10
GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,4-Jun-07,10,1,INE826C01016,10
GUJGASLTD,Gujarat Gas Limited,EQ,15-Sep-15,2,1,INE844O01030,2
GUJRAFFIA,Gujarat Raffia Industries Limited,BE,9-Oct-96,10,1,INE610B01024,10
GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,31-Jul-14,2,1,INE635Q01029,2
GULFPETRO,GP Petroleums Limited,EQ,24-Sep-04,5,1,INE586G01017,5
GULPOLY,Gulshan Polyols Limited,BE,28-Jan-15,1,1,INE255D01024,1
HAL,Hindustan Aeronautics Limited,EQ,28-Mar-18,10,1,INE066F01012,10
HAPPSTMNDS,Happiest Minds Technologies Limited,BE,17-Sep-20,2,1,INE419U01012,2
HARRMALAYA,Harrisons  Malayalam Limited,EQ,8-Feb-95,10,1,INE544A01019,10
HATHWAY,Hathway Cable & Datacom Limited,EQ,25-Feb-10,2,1,INE982F01036,2
HATSUN,Hatsun Agro Product Limited,EQ,20-Jun-14,1,1,INE473B01035,1
HAVELLS,Havells India Limited,EQ,21-Mar-01,1,1,INE176B01034,1
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,BE,16-Feb-00,2,1,INE293B01029,2
HBLPOWER,HBL Power Systems Limited,EQ,4-Jan-07,1,1,INE292B01021,1
HBSL,HB Stockholdings Limited,EQ,23-Jul-18,10,1,INE550B01022,10
HCC,Hindustan Construction Company Limited,EQ,1-Apr-03,1,1,INE549A01026,1
HCG,Healthcare Global Enterprises Limited,EQ,30-Mar-16,10,1,INE075I01017,10
HCL-INSYS,HCL Infosystems Limited,EQ,1-Jan-97,2,1,INE236A01020,2
HCLTECH,HCL Technologies Limited,EQ,6-Jan-00,2,1,INE860A01027,2
HDFC,Housing Development Finance Corporation Limited,EQ,23-Oct-96,2,1,INE001A01036,2
HDFCAMC,HDFC Asset Management Company Limited,EQ,6-Aug-18,5,1,INE127D01025,5
HDFCBANK,HDFC Bank Limited,EQ,8-Nov-95,1,1,INE040A01034,1
HDFCLIFE,HDFC Life Insurance Company Limited,EQ,17-Nov-17,10,1,INE795G01014,10
HDIL,Housing Development and Infrastructure Limited,BZ,24-Jul-07,10,1,INE191I01012,10
HEG,HEG Limited,EQ,10-May-95,10,1,INE545A01016,10
HEIDELBERG,HeidelbergCement India Limited,EQ,15-Mar-95,10,1,INE578A01017,10
HEMIPROP,Hemisphere Properties India Limited,EQ,22-Oct-20,10,1,INE0AJG01018,10
